INDEX,rubro,articulo,cantidad,final,costo,neto,margen,IVA,ganancia
448,articulos de limpieza (17),bolsa residuo poliabi 60x90,3.0,390,251.61290322580643,322.3140495867769,55,0.21,138.0
449,articulos de limpieza (17),bolsa residuos 90x120 NIKITO,1.0,470,303.22580645161287,388.4297520661157,55,0.21,167.0
450,articulos de limpieza (17),Bolsas de residuos 45x60,6.0,720,464.51612903225805,595.0413223140496,55,0.21,255.0
451,articulos de limpieza (17),bolsas de residuos NIKITO 60x90,9.0,1730,1116.1290322580644,1429.7520661157025,55,0.21,614.0
452,articulos de limpieza (17),Cif Active gel limon 300 ml,3.0,540,348.38709677419354,446.2809917355372,55,0.21,192.0
453,articulos de limpieza (17),cif active gel limon 300ml,6.0,890,574.1935483870967,735.5371900826447,55,0.21,316.0
454,articulos de limpieza (17),cif active gel limon verde 300ml,6.0,1360,877.4193548387096,1123.9669421487604,55,0.21,483.0
455,articulos de limpieza (17),Cif AntiGrasa Cocina 450ml,2.0,360,232.25806451612902,297.5206611570248,55,0.21,128.0
456,articulos de limpieza (17),cif antigrasa sache 450ml,4.0,320,206.4516129032258,264.4628099173554,55,0.21,114.0
457,articulos de limpieza (17),Cif Baño ultra rápido sache 450ml,2.0,300,193.54838709677418,247.93388429752068,55,0.21,106.0
458,articulos de limpieza (17),Cif crema 250 ml,10.0,1200,774.1935483870967,991.7355371900827,55,0.21,426.0
459,articulos de limpieza (17),Cif Gel 2 en 1 250ml,1.0,105,67.74193548387096,86.77685950413223,55,0.21,37.0
460,articulos de limpieza (17),Cif Limpia Vidrios 450ml,24.0,3610,2329.032258064516,2983.471074380165,55,0.21,1281.0
461,articulos de limpieza (17),Cif ultra brillo anti polvo 380ml,1.0,120,77.41935483870968,99.17355371900827,55,0.21,43.0
462,articulos de limpieza (17),detergente ala crenoso aloe vera 750cc,1.0,180,116.12903225806451,148.7603305785124,55,0.21,64.0
463,articulos de limpieza (17),Detergente Ala Limón 750ml,5.0,1040,670.9677419354839,859.504132231405,55,0.21,369.0
464,articulos de limpieza (17),detergente ala plus cremoso 750ml,1.0,130,83.87096774193549,107.43801652892563,55,0.21,46.0
465,articulos de limpieza (17),detergente cif frutas citricas,6.0,990,638.7096774193549,818.1818181818182,55,0.21,351.0
466,articulos de limpieza (17),Detergente Gigante 750cc,2.0,460,296.7741935483871,380.1652892561984,55,0.21,163.0
467,articulos de limpieza (17),Detergente Gigante aloe vera 750cc,2.0,460,296.7741935483871,380.1652892561984,55,0.21,163.0
468,articulos de limpieza (17),Esponja Acero Virulana inoxy,1.0,60,38.70967741935484,49.586776859504134,55,0.21,21.0
469,articulos de limpieza (17),esponja mortimer cuadriculada,19.0,1200,774.1935483870967,991.7355371900827,55,0.21,426.0
470,articulos de limpieza (17),Granby plus matic jabon liquido 800ml,2.0,400,258.06451612903226,330.57851239669424,55,0.21,142.0
471,articulos de limpieza (17),Guantes plumita talle M,1.0,130,83.87096774193549,107.43801652892563,55,0.21,46.0
472,articulos de limpieza (17),jabon en polvo Granby plus matic 400g,3.0,390,251.61290322580643,322.3140495867769,55,0.21,138.0
473,articulos de limpieza (17),jabon liquido Suave miel y almendras 220ml,1.0,80,51.61290322580645,66.11570247933885,55,0.21,28.0
474,articulos de limpieza (17),LAVANDINA AYUDIN 1L,6.0,720,464.51612903225805,595.0413223140496,55,0.21,255.0
475,articulos de limpieza (17),Lavandina ayudin anti-splash 1lt,3.0,450,290.3225806451613,371.90082644628103,55,0.21,160.0
476,articulos de limpieza (17),Lavandina en gel ayudin  700ml,3.0,690,445.1612903225806,570.2479338842975,55,0.21,245.0
477,articulos de limpieza (17),Lavandina en gel vim 700ml,4.0,1070,690.3225806451612,884.297520661157,55,0.21,380.0
478,articulos de limpieza (17),lavandina gigante comun 1L,5.0,650,419.3548387096774,537.1900826446281,55,0.21,231.0
479,articulos de limpieza (17),lustramuebles suiza lavanda 360cm,1.0,230,148.38709677419354,190.0826446280992,55,0.21,82.0
480,articulos de limpieza (17),MR MUSCULO vidrio y multiuso 450ml,2.0,160,103.2258064516129,132.2314049586777,55,0.21,57.0
481,articulos de limpieza (17),perfumina poett 900ml despertar de energia,11.0,1950,1258.0645161290322,1611.5702479338843,55,0.21,692.0
482,articulos de limpieza (17),perfumina poett 900ml musica primavera,1.0,130,83.87096774193549,107.43801652892563,55,0.21,46.0
483,articulos de limpieza (17),Perfumina Poett de lavanda 900ml,20.0,3810,2458.064516129032,3148.7603305785124,55,0.21,1352.0
484,articulos de limpieza (17),Perfumina poett suavidad de algodon 900ml,7.0,1290,832.258064516129,1066.1157024793388,55,0.21,458.0
485,articulos de limpieza (17),Poet musica en primavera 900 ml,9.0,1440,929.0322580645161,1190.0826446280992,55,0.21,511.0
486,articulos de limpieza (17),Poett  perfumina alegra tu dia 900ml,13.0,2240,1445.1612903225805,1851.2396694214876,55,0.21,795.0
487,articulos de limpieza (17),Poett desod ambiente lavanda,2.0,460,296.7741935483871,380.1652892561984,55,0.21,163.0
488,articulos de limpieza (17),Poett desod ambiente primavera,2.0,460,296.7741935483871,380.1652892561984,55,0.21,163.0
489,articulos de limpieza (17),Poett desodorante ambiente solo para ti,3.0,690,445.1612903225806,570.2479338842975,55,0.21,245.0
490,articulos de limpieza (17),Poett espiritu play 900 ml,3.0,540,348.38709677419354,446.2809917355372,55,0.21,192.0
491,articulos de limpieza (17),Poett flores de primavera 900 ml,14.0,2670,1722.5806451612902,2206.6115702479337,55,0.21,947.0
492,articulos de limpieza (17),Poett solo para ti 900 ml,4.0,700,451.61290322580646,578.5123966942149,55,0.21,248.0
493,articulos de limpieza (17),raid insecticida mata cucaracha 360cm,1.0,890,574.1935483870967,735.5371900826447,55,0.21,316.0
494,articulos de limpieza (17),"Raid mata mosquito, moscas 222g",3.0,1550,1000.0,1280.9917355371902,55,0.21,550.0
495,articulos de limpieza (17),Raid Tabletas x 4 unidades,8.0,400,258.06451612903226,330.57851239669424,55,0.21,142.0
496,articulos de limpieza (17),rexona active fresh 125g,3.0,255,164.51612903225805,210.74380165289256,55,0.21,90.0
497,articulos de limpieza (17),Rexona Efficient aerosol 48h,1.0,245,158.06451612903226,202.4793388429752,55,0.21,87.0
498,articulos de limpieza (17),Rexona Efficient Talco 100g,7.0,1350,870.9677419354839,1115.702479338843,55,0.21,479.0
499,articulos de limpieza (17),Skip 400ml,10.0,2100,1354.8387096774193,1735.5371900826447,55,0.21,745.0
500,articulos de limpieza (17),Skip Jabon liquido grande 800ml,6.0,1660,1070.967741935484,1371.9008264462811,55,0.21,589.0
501,barras cereales (301),barra de arroz sin culpa sabor frutilla,15.0,1005,648.3870967741935,830.5785123966942,55,0.21,357.0
502,barras cereales (301),barra de arroz sin culpa sabor naranja,6.0,480,309.6774193548387,396.6942148760331,55,0.21,170.0
503,barras cereales (301),Barra de cereal Arcor 16g,1.0,20,12.903225806451612,16.528925619834713,55,0.21,7.0
504,barras cereales (301),Barrita  Crowie yogurt frutilla,14.0,700,451.61290322580646,578.5123966942149,55,0.21,248.0
505,barras cereales (301),Barrita frutos secos fit mix,231.0,26150,16870.967741935485,21611.570247933883,55,0.21,9279.0
506,barras cereales (301),Barrita sin culpa de arroz sabor frutos rojos,6.0,420,270.96774193548384,347.10743801652893,55,0.21,149.0
507,barras cereales (301),barrita sin culpa de arroz sabor limon,13.0,520,335.48387096774195,429.7520661157025,55,0.21,185.0
508,barras cereales (301),Cereal mix  chocolate y almendras,28.0,1960,1264.516129032258,1619.8347107438017,55,0.21,695.0
509,barras cereales (301),Cereal mix barra yogurt vainilla,46.0,3760,2425.806451612903,3107.438016528926,55,0.21,1334.0
510,barras cereales (301),Cereal mix frutilla,155.0,13360,8619.354838709678,11041.322314049587,55,0.21,4741.0
511,barras cereales (301),Cereal Mix frutilla chocolate,136.0,12060,7780.645161290322,9966.94214876033,55,0.21,4279.0
512,barras cereales (301),Cereal mix Manzana light,77.0,6600,4258.064516129032,5454.545454545455,55,0.21,2342.0
513,barras cereales (301),Cereal Mix Original,106.0,8895,5738.709677419355,7351.239669421488,55,0.21,3156.0
514,barras cereales (301),Cereal Mix Pasion de Chocolate,127.0,11480,7406.451612903225,9487.603305785124,55,0.21,4074.0
515,barras cereales (301),Cereal Mix Vainilla,2.0,120,77.41935483870968,99.17355371900827,55,0.21,43.0
516,barras cereales (301),Cereal Mix Yoghurt frutilla,5.0,450,290.3225806451613,371.90082644628103,55,0.21,160.0
517,barras cereales (301),Cereal Mix Yoghurt Frutilla Light,203.0,17865,11525.806451612903,14764.462809917355,55,0.21,6339.0
518,barras cereales (301),fit mix  frutos secos  bolsita,99.0,19550,12612.90322580645,16157.024793388431,55,0.21,6937.0
519,barras cereales (301),Gallo chocobar de arroz 20 grs,17.0,1190,767.741935483871,983.4710743801653,55,0.21,422.0
520,barras cereales (301),Natural break almendras y chocolate,62.0,6550,4225.806451612903,5413.2231404958675,55,0.21,2324.0
521,barras cereales (301),Natural break almendras y mani,33.0,3530,2277.4193548387098,2917.3553719008264,55,0.21,1253.0
522,barras cereales (301),SIN CULPA BARRA CON FRUTA MANZANA 14G,3.0,240,154.83870967741936,198.34710743801654,55,0.21,85.0
523,barras cereales (301),SIN CULPA BARRA MIX FRUTOS,5.0,400,258.06451612903226,330.57851239669424,55,0.21,142.0
524,barras cereales (301),TURRON ARCOR FIBRA,13.0,325,209.6774193548387,268.59504132231405,55,0.21,115.0
525,bebidas alcoholicas (23),Amargo Obrero 950cm3,33.0,15420,9948.387096774193,12743.801652892562,55,0.21,5472.0
526,bebidas alcoholicas (23),Aperol aperitivo 750 ml,2.0,1970,1270.967741935484,1628.099173553719,55,0.21,699.0
527,bebidas alcoholicas (23),Blenders Pride Petaca,383.0,103730,66922.58064516129,85727.27272727274,55,0.21,36807.0
528,bebidas alcoholicas (23),Campari,4.0,3530,2277.4193548387098,2917.3553719008264,55,0.21,1253.0
529,bebidas alcoholicas (23),CARPANO ROSSO vermouth,7.0,5260,3393.548387096774,4347.107438016529,55,0.21,1866.0
530,bebidas alcoholicas (23),cerveza michelob ultra 410cc,7.0,1260,812.9032258064516,1041.3223140495868,55,0.21,447.0
531,bebidas alcoholicas (23),Champaña Nieto Senetiner extra brut,2.0,2180,1406.4516129032259,1801.6528925619834,55,0.21,774.0
532,bebidas alcoholicas (23),Cinzano Rosso,4.0,2200,1419.3548387096773,1818.1818181818182,55,0.21,781.0
533,bebidas alcoholicas (23),Cynar Orig 700,1.0,680,438.7096774193548,561.9834710743802,55,0.21,241.0
534,bebidas alcoholicas (23),dr lemon con vodka 1 litro,2.0,320,206.4516129032258,264.4628099173554,55,0.21,114.0
535,bebidas alcoholicas (23),Dr Lemon Limon 437ml,13.0,2950,1903.225806451613,2438.0165289256197,55,0.21,1047.0
536,bebidas alcoholicas (23),Dr Lemon Vodka 473 ml,32.0,7170,4625.806451612903,5925.619834710744,55,0.21,2544.0
537,bebidas alcoholicas (23),Fernet  branca 750 ml,161.0,266310,171812.90322580645,220090.9090909091,55,0.21,94497.0
538,bebidas alcoholicas (23),Fernet Branca x 450 cc,39.0,41800,26967.74193548387,34545.454545454544,55,0.21,14832.0
539,bebidas alcoholicas (23),Fernet Branca x1000 cc,18.0,37460,24167.74193548387,30958.677685950413,55,0.21,13292.0
540,bebidas alcoholicas (23),Gancia 950 cc,38.0,20130,12987.096774193547,16636.363636363636,55,0.21,7143.0
541,bebidas alcoholicas (23),Gancia Red Bitter 750ml,1.0,250,161.29032258064515,206.61157024793388,55,0.21,89.0
542,bebidas alcoholicas (23),GIN BOSQUE 500ML,1.0,1670,1077.4193548387098,1380.1652892561983,55,0.21,593.0
543,bebidas alcoholicas (23),HARD FRESH mango 310ml,5.0,850,548.3870967741935,702.4793388429753,55,0.21,302.0
544,bebidas alcoholicas (23),Martini Rosso 1L,6.0,4740,3058.064516129032,3917.3553719008264,55,0.21,1682.0
545,bebidas alcoholicas (23),Nero 53 fernet 750cc,1.0,860,554.8387096774194,710.7438016528926,55,0.21,305.0
546,bebidas alcoholicas (23),New Age Blue Power,1.0,40,25.806451612903224,33.057851239669425,55,0.21,14.0
547,bebidas alcoholicas (23),petaca borso cafe al cognac  200cm,5.0,400,258.06451612903226,330.57851239669424,55,0.21,142.0
548,bebidas alcoholicas (23),petaca vodka derna,19.0,3190,2058.064516129032,2636.3636363636365,55,0.21,1132.0
549,bebidas alcoholicas (23),petaca Whisky Derna,52.0,10600,6838.709677419354,8760.330578512398,55,0.21,3761.0
550,bebidas alcoholicas (23),Petaca whisky Don John  200cm,1.0,120,77.41935483870968,99.17355371900827,55,0.21,43.0
551,bebidas alcoholicas (23),pronto shake,78.0,15120,9754.838709677419,12495.867768595042,55,0.21,5365.0
552,bebidas alcoholicas (23),Sidra 1888 500cc,12.0,6000,3870.967741935484,4958.677685950413,55,0.21,2129.0
553,bebidas alcoholicas (23),Sidra 1888 750cc,6.0,5600,3612.9032258064517,4628.099173553719,55,0.21,1987.0
554,bebidas alcoholicas (23),sidra LUNA NEGRA 750ml,5.0,2750,1774.1935483870968,2272.727272727273,55,0.21,976.0
555,bebidas alcoholicas (23),vodka SERNOVA 700ml,11.0,12940,8348.387096774193,10694.214876033058,55,0.21,4592.0
556,bebidas alcoholicas (23),Vodka SKY,2.0,1600,1032.258064516129,1322.314049586777,55,0.21,568.0
557,bebidas alcoholicas (23),Vodka Smirnoff,5.0,6190,3993.548387096774,5115.702479338843,55,0.21,2196.0
558,bebidas alcoholicas (23),Whisky Blenders Pride 750ml,6.0,2160,1393.5483870967741,1785.1239669421489,55,0.21,766.0
559,caramelos (32),alka chicles menta,11.0,220,141.93548387096774,181.8181818181818,55,0.21,78.0
560,caramelos (32),Caramelos (alka 3*10 super 2*10 butter 30),496.0,4960,3200.0,4099.173553719008,55,0.21,1760.0
561,caramelos (32),caramelos clight pera,1.0,20,12.903225806451612,16.528925619834713,55,0.21,7.0
562,caramelos (32),Caramelos varios,464643.0,465501,300323.2258064516,384711.5702479339,55,0.21,165178.0
563,caramelos (32),Chupetin Baby Doll cereza individual,12.0,120,77.41935483870968,99.17355371900827,55,0.21,43.0
564,caramelos (32),Chupetin Chupetón Cito,1.0,60,38.70967741935484,49.586776859504134,55,0.21,21.0
565,caramelos (32),Chupetines Baby Doll,71.0,5670,3658.064516129032,4685.9504132231405,55,0.21,2012.0
566,caramelos (32),chupetines pops con chicle,15.0,225,145.16129032258064,185.95041322314052,55,0.21,80.0
567,caramelos (32),DRF Menta,18.0,520,335.48387096774195,429.7520661157025,55,0.21,185.0
568,caramelos (32),Halls cherry,19.0,1250,806.4516129032257,1033.0578512396694,55,0.21,444.0
569,caramelos (32),Halls Free Verdes,7.0,420,270.96774193548384,347.10743801652893,55,0.21,149.0
570,caramelos (32),halls menta,41.0,3140,2025.8064516129032,2595.0413223140495,55,0.21,1114.0
571,caramelos (32),halls sabor mentol,48.0,4110,2651.6129032258063,3396.694214876033,55,0.21,1458.0
572,caramelos (32),halls sabor miel,48.0,3220,2077.4193548387098,2661.1570247933887,55,0.21,1143.0
573,caramelos (32),Halls Strong,100.0,7580,4890.322580645161,6264.462809917355,55,0.21,2690.0
574,caramelos (32),Menthoplus acido manzana,2.0,34,21.93548387096774,28.09917355371901,55,0.21,12.0
575,caramelos (32),Menthoplus Acidos blackcherry,7.0,700,451.61290322580646,578.5123966942149,55,0.21,248.0
576,caramelos (32),menthoplus cafe late,40.0,3130,2019.3548387096773,2586.7768595041325,55,0.21,1111.0
577,caramelos (32),Menthoplus Cherry,75.0,5240,3380.6451612903224,4330.578512396694,55,0.21,1859.0
578,caramelos (32),Menthoplus Creamix Berries,5.0,410,264.51612903225805,338.8429752066116,55,0.21,145.0
579,caramelos (32),menthoplus mentol,57.0,4110,2651.6129032258063,3396.694214876033,55,0.21,1458.0
580,caramelos (32),menthoplus mentol+pectina,81.0,5780,3729.032258064516,4776.859504132231,55,0.21,2051.0
581,caramelos (32),Menthoplus Strong,167.0,12830,8277.41935483871,10603.305785123966,55,0.21,4553.0
582,caramelos (32),menthoplus ZERO cereza,111.0,9130,5890.322580645161,7545.454545454546,55,0.21,3240.0
583,caramelos (32),menthoplus ZERO durazno,42.0,3960,2554.8387096774195,3272.727272727273,55,0.21,1405.0
584,caramelos (32),menthoplus ZERO mentol,73.0,5840,3767.7419354838707,4826.446280991736,55,0.21,2072.0
585,caramelos (32),Menthoplus Zero Strong,131.0,11440,7380.645161290322,9454.545454545454,55,0.21,4059.0
586,caramelos (32),Mentitas 26g,20.0,1220,787.0967741935484,1008.2644628099174,55,0.21,433.0
587,caramelos (32),mentitas frutas,1.0,12,7.741935483870967,9.917355371900827,55,0.21,4.0
588,caramelos (32),mentoplus menta,58.0,4120,2658.064516129032,3404.9586776859505,55,0.21,1462.0
589,caramelos (32),mentos fresa,5.0,489,315.48387096774195,404.1322314049587,55,0.21,174.0
590,caramelos (32),Mentos fruta,10.0,650,419.3548387096774,537.1900826446281,55,0.21,231.0
591,caramelos (32),mentos frutas rojas,1.0,1,0.6451612903225806,0.8264462809917356,55,0.21,0.0
592,caramelos (32),Mentos Menta,14.0,720,464.51612903225805,595.0413223140496,55,0.21,255.0
593,caramelos (32),Multimint billiken mentol,10.0,380,245.16129032258064,314.04958677685954,55,0.21,135.0
594,caramelos (32),Pico Dulce Chupeton,22.0,1320,851.6129032258065,1090.909090909091,55,0.21,468.0
595,caramelos (32),push pop,4.0,80,51.61290322580645,66.11570247933885,55,0.21,28.0
596,caramelos (32),Sugus Confitados x 50g,16.0,1690,1090.3225806451612,1396.6942148760331,55,0.21,600.0
597,caramelos (32),Tic Tac duo,32.0,2200,1419.3548387096773,1818.1818181818182,55,0.21,781.0
598,caramelos (32),Tic Tac Menta 16 g,32.0,2560,1651.6129032258063,2115.702479338843,55,0.21,908.0
599,caramelos (32),tic tac menta fuerte,14.0,1150,741.9354838709677,950.4132231404959,55,0.21,408.0
600,caramelos (32),Tic tac mix de frutas,35.0,2390,1541.9354838709678,1975.206611570248,55,0.21,848.0
601,caramelos (32),Tic Tac Naranja,31.0,2480,1600.0,2049.586776859504,55,0.21,880.0
602,caramelos (32),Twist Marshmallows,27.0,810,522.5806451612904,669.4214876033058,55,0.21,287.0
603,cervezas (26),Amstel 1L premio,3.0,840,541.9354838709677,694.2148760330579,55,0.21,298.0
604,cervezas (26),Amstel Lager 473,295.0,47960,30941.935483870966,39636.36363636364,55,0.21,17018.0
605,cervezas (26),Blest Honey lata 500,6.0,1800,1161.2903225806451,1487.6033057851241,55,0.21,639.0
606,cervezas (26),Blest Scotch lata,9.0,2700,1741.9354838709678,2231.404958677686,55,0.21,958.0
607,cervezas (26),budweiser lata 410cm,151.0,24700,15935.48387096774,20413.22314049587,55,0.21,8765.0
608,cervezas (26),CERVEZA AMSTEL LAGER   1L,54.0,17300,11161.290322580644,14297.520661157025,55,0.21,6139.0
609,cervezas (26),Cerveza Amstel Lata 473cc,42.0,7560,4877.419354838709,6247.933884297521,55,0.21,2683.0
610,cervezas (26),cerveza Blest ipa lata,13.0,3900,2516.1290322580644,3223.1404958677685,55,0.21,1384.0
611,cervezas (26),cerveza Carlsverg lata,2.0,500,322.5806451612903,413.22314049586777,55,0.21,177.0
612,cervezas (26),Cerveza Imperial Lager,143.0,47870,30883.870967741936,39561.98347107438,55,0.21,16986.0
613,cervezas (26),Cerveza Miller LITRO,53.0,17940,11574.193548387097,14826.446280991737,55,0.21,6366.0
614,cervezas (26),cerveza SALTA CAUTIVA  1LITRO,18.0,4865,3138.7096774193546,4020.6611570247933,55,0.21,1726.0
615,cervezas (26),cerveza SALTA CAUTIVA 473cc,123.0,23980,15470.967741935483,19818.18181818182,55,0.21,8509.0
616,cervezas (26),CERVEZA SALTA CAUTIVA ROJA 473cm,56.0,9480,6116.129032258064,7834.710743801653,55,0.21,3364.0
617,cervezas (26),CERVEZA SANTA FE LITRO,294.0,92480,59664.51612903226,76429.7520661157,55,0.21,32815.0
618,cervezas (26),Cerveza temple honey 473cc,5.0,1550,1000.0,1280.9917355371902,55,0.21,550.0
619,cervezas (26),cerveza temple scottish 473cc,1.0,160,103.2258064516129,132.2314049586777,55,0.21,57.0
620,cervezas (26),Devolucion envase general,453.0,-1461,-942.5806451612902,-1207.4380165289256,55,0.21,-518.0
621,cervezas (26),Envases general,300.0,1500,967.741935483871,1239.6694214876034,55,0.21,532.0
622,cervezas (26),Grolsch 925ml,31.0,11870,7658.064516129032,9809.917355371901,55,0.21,4212.0
623,cervezas (26),Grolsch x 500ml,107.0,23610,15232.258064516129,19512.396694214876,55,0.21,8378.0
624,cervezas (26),Heineken Ret x 1L,1442.0,698100,450387.0967741935,576942.1487603306,55,0.21,247713.0
625,cervezas (26),Imperial Amber Lager 1 L,76.0,27060,17458.06451612903,22363.636363636364,55,0.21,9602.0
626,cervezas (26),Imperial APA 1000cc,43.0,16100,10387.096774193547,13305.785123966942,55,0.21,5713.0
627,cervezas (26),Imperial Apa Lata 473cc,141.0,29430,18987.09677419355,24322.314049586777,55,0.21,10443.0
628,cervezas (26),Imperial Cream Stout 1000 cm3,13.0,3510,2264.516129032258,2900.8264462809916,55,0.21,1245.0
629,cervezas (26),Imperial Golden 1L,43.0,14030,9051.612903225807,11595.04132231405,55,0.21,4978.0
630,cervezas (26),Imperial Golden lata 473,194.0,37800,24387.09677419355,31239.669421487604,55,0.21,13413.0
631,cervezas (26),Imperial IPA 1 LITRO,122.0,43770,28238.709677419352,36173.55371900827,55,0.21,15531.0
632,cervezas (26),Imperial IPA Lata 473cc,248.0,50920,32851.6129032258,42082.64462809917,55,0.21,18068.0
633,cervezas (26),Imperial negra lata 473,79.0,17870,11529.032258064515,14768.595041322315,55,0.21,6341.0
634,cervezas (26),Imperial roja lata 473cc,129.0,24810,16006.451612903225,20504.132231404958,55,0.21,8804.0
635,cervezas (26),imperial rubia lata,246.0,51110,32974.1935483871,42239.669421487604,55,0.21,18136.0
636,cervezas (26),Isenbeck,34.0,8045,5190.322580645161,6648.760330578512,55,0.21,2855.0
637,cervezas (26),Isenbeck lata 473cc,76.0,10010,6458.064516129032,8272.727272727272,55,0.21,3552.0
638,cervezas (26),Lata Heineken 473 cm3,1268.0,332680,214632.25806451612,274942.1487603306,55,0.21,118048.0
639,cervezas (26),Miller Lata 473cc,159.0,33550,21645.16129032258,27727.272727272728,55,0.21,11905.0
640,cervezas (26),SALTA CAUTIVA IPA TRIGO 473cc,2.0,300,193.54838709677418,247.93388429752068,55,0.21,106.0
641,cervezas (26),Santa Fe Lata 473cc,1146.0,205130,132341.93548387097,169528.9256198347,55,0.21,72788.0
642,cervezas (26),Schneider 473ml,16.0,2240,1445.1612903225805,1851.2396694214876,55,0.21,795.0
643,cervezas (26),Schneider Lata 473ml,456.0,82700,53354.83870967742,68347.10743801654,55,0.21,29345.0
644,cervezas (26),Schneider litro,150.0,51430,33180.64516129032,42504.13223140496,55,0.21,18249.0
645,cervezas (26),Schneider Negra Lata 473cc,13.0,1820,1174.1935483870968,1504.1322314049587,55,0.21,646.0
646,cervezas (26),Schneider Roja Lata 473cc,5.0,700,451.61290322580646,578.5123966942149,55,0.21,248.0
647,cervezas (26),Six pack Imperial IPA 473 cc,9.0,3015,1945.1612903225805,2491.7355371900826,55,0.21,1070.0
648,cervezas (26),Six pack Imperial Rubia 473 cc,6.0,2100,1354.8387096774193,1735.5371900826447,55,0.21,745.0
649,cervezas (26),Six Pack Imperial Stout 473 cc,1.0,285,183.8709677419355,235.53719008264463,55,0.21,101.0
650,cervezas (26),Six Pack Isenbeck 473 cc,2.0,370,238.70967741935482,305.78512396694214,55,0.21,131.0
651,cervezas (26),Warsteiner litro,60.0,17530,11309.677419354839,14487.603305785124,55,0.21,6220.0
652,chiclets (6),Beldent chicle globo fresh sparks,24.0,1580,1019.3548387096774,1305.7851239669421,55,0.21,561.0
653,chiclets (6),Beldent Fest Mora,1.0,60,38.70967741935484,49.586776859504134,55,0.21,21.0
654,chiclets (6),Beldent fresh sparks,58.0,4090,2638.7096774193546,3380.1652892561983,55,0.21,1451.0
655,chiclets (6),Beldent Frutilla,48.0,3500,2258.064516129032,2892.5619834710747,55,0.21,1242.0
656,chiclets (6),Beldent Infinit menta,42.0,4200,2709.6774193548385,3471.0743801652893,55,0.21,1490.0
657,chiclets (6),Beldent Mandarina,4.0,320,206.4516129032258,264.4628099173554,55,0.21,114.0
658,chiclets (6),Beldent Menta,1.0,60,38.70967741935484,49.586776859504134,55,0.21,21.0
659,chiclets (6),beldent menta 3s,15.0,600,387.09677419354836,495.86776859504135,55,0.21,213.0
660,chiclets (6),beldent menta fresh sparks,209.0,15750,10161.290322580644,13016.528925619836,55,0.21,5589.0
661,chiclets (6),Beldent Menta Fuerte,307.0,24420,15754.838709677419,20181.818181818184,55,0.21,8665.0
662,chiclets (6),beldent menta fuerte 3s,10.0,400,258.06451612903226,330.57851239669424,55,0.21,142.0
663,chiclets (6),beldent Menta Suave,10.0,600,387.09677419354836,495.86776859504135,55,0.21,213.0
664,chiclets (6),Bubbaloo Acido,78.0,330,212.90322580645162,272.72727272727275,55,0.21,117.0
665,chiclets (6),Cereal Mix Proteína Frutos Secos,2.0,120,77.41935483870968,99.17355371900827,55,0.21,43.0
666,chiclets (6),infinit verde,1.0,12,7.741935483870967,9.917355371900827,55,0.21,4.0
667,chiclets (6),Topline 7 bubble fun,17.0,1730,1116.1290322580644,1429.7520661157025,55,0.21,614.0
668,chiclets (6),Topline 7 Mandarina,56.0,3970,2561.290322580645,3280.9917355371904,55,0.21,1409.0
669,chiclets (6),Topline 7 Menta,209.0,17140,11058.064516129032,14165.289256198348,55,0.21,6082.0
670,chiclets (6),Topline 7 Mentol,65.0,5670,3658.064516129032,4685.9504132231405,55,0.21,2012.0
671,chiclets (6),Topline 7 sandia,31.0,2480,1600.0,2049.586776859504,55,0.21,880.0
672,chiclets (6),Topline 7 Strawberry,62.0,4560,2941.935483870968,3768.595041322314,55,0.21,1618.0
673,chiclets (6),Topline 7 Strong,167.0,13510,8716.129032258064,11165.289256198348,55,0.21,4794.0
674,chiclets (6),Topline 7 violet cherry,92.0,8060,5200.0,6661.157024793389,55,0.21,2860.0
675,chiclets (6),topline fruta,37.0,1700,1096.774193548387,1404.9586776859505,55,0.21,603.0
676,chiclets (6),Topline Menta,35.0,1550,1000.0,1280.9917355371902,55,0.21,550.0
677,chiclets (6),topline strong,43.0,1410,909.6774193548387,1165.2892561983472,55,0.21,500.0
678,chocolates (4),Arcor Milk con Sorpresa,9.0,1800,1161.2903225806451,1487.6033057851241,55,0.21,639.0
679,chocolates (4),barrita aguila x14g,43.0,2890,1864.516129032258,2388.4297520661157,55,0.21,1025.0
680,chocolates (4),Barrita kinder 12.5 g,113.0,6490,4187.096774193548,5363.636363636364,55,0.21,2303.0
681,chocolates (4),Barrita kinder Maxi 21 g,157.0,14440,9316.129032258064,11933.88429752066,55,0.21,5124.0
682,chocolates (4),baton blanco,30.0,1500,967.741935483871,1239.6694214876034,55,0.21,532.0
683,chocolates (4),Bocadito bonafide16g,27.0,1350,870.9677419354839,1115.702479338843,55,0.21,479.0
684,chocolates (4),bon o bon clásico,315.0,13600,8774.193548387097,11239.669421487604,55,0.21,4826.0
685,chocolates (4),bon o bon negro,3.0,30,19.35483870967742,24.793388429752067,55,0.21,11.0
686,chocolates (4),bonafide chocmam 35g,37.0,3500,2258.064516129032,2892.5619834710747,55,0.21,1242.0
687,chocolates (4),Cadbury 3 sueños 82 grs,62.0,23660,15264.516129032258,19553.719008264463,55,0.21,8395.0
688,chocolates (4),Cadbury almendras 72 gr,7.0,1960,1264.516129032258,1619.8347107438017,55,0.21,695.0
689,chocolates (4),Cadbury Almendras 72g,6.0,1785,1151.6129032258063,1475.206611570248,55,0.21,633.0
